aw_deep_link,product_name,aw_product_id,merchant_product_id,merchant_image_url,description,merchant_category,search_price,merchant_name,merchant_id,category_name,category_id,aw_image_url,currency,store_price,delivery_cost,merchant_deep_link,language,last_updated,display_price,data_feed_id,brand_name,brand_id,colour,product_short_description,specifications,condition,product_model,model_number,dimensions,keywords,promotional_text,product_type,rrp_price,saving,savings_percent,base_price,base_price_amount,base_price_text,product_price_old,merchant_thumb_url,large_image,alternate_image,aw_thumb_url,alternate_image_two,alternate_image_three,alternate_image_four
https://www.redletterdays.co.uk/p/afternoon-tea-at-broadoaks-country-house-for-two/10773146,Afternoon Tea at Broadoaks Country House for Two,43355250319,105987334,https://images-cdn.redletterdays.co.uk/common/client/Images/Product/Extralarge/en-GB/10773146-10.jpg,Cumbria,"Toys & Games > Toys > Dolls, Playsets & Toy Figures > Action & Toy Figures",29.99,RedLetterDays,120205,,,https://images-cdn.redletterdays.co.uk/common/client/Images/Product/Extralarge/en-GB/10773146-10.jpg,GBP,,,https://www.thingstodo.co.uk/deal/shop/kids/toys/30432910/5987334/swinging-ride-swivel-scooter-kids-blue,,,29.99,112297,Eurotrade Ltd,,Blue,Cumbria,Unisex,New,,,,,,,,,,49.99,,,,,,,https://images2.productserve.com/?w=70&h=70&bg=white&trim=5&t=letterbox&url=ssl%3Astatic.wowcher.co.uk%2Fimages%2Fdeal%2F30432910%2F1255095.jpg&feedId=112297&k=3eff41eb52d472261f195b82f856eae821074129,,,
